document_id,customer_id,doc_type,created_at,title,language,format,content
D001092,C0196,underwriting_memo,2025-04-17T21:34:08,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: North Logistics
Loan product: Government-Backed Loan
Requested amount: 352,606 CAD
Reported annual revenue: 1,400,549 CAD
Internal risk rating: 10 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001093,C0196,compliance_summary,2023-09-27T21:34:08,Compliance Summary,en,markdown,"# Compliance Summary

Business: North Logistics
Region: Territories
Relationship length: 1.3 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001094,C0197,financial_statement,2024-11-02T21:36:15,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Atlas Logistics
Industry: Healthcare
Reported annual revenue: 289,899 CAD

## Income Statement (simplified)

- Revenue: 289,899 CAD
- Cost of goods sold: 151,511 CAD
- Payroll: 76,579 CAD
- Rent and occupancy: 24,329 CAD
- Other operating expenses: 37,702 CAD

**EBITDA (approximate): -222 CAD**

## Notes

- Loan request under review: 185,876 CAD
- Figures are rounded and based on management provided statements.
"
D001095,C0197,tax_return,2024-12-02T21:36:15,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Atlas Logistics
Region: Prairies
Tax year: 2024

## Income

- Gross business income: 289,899 CAD

## Deductions and expenses

- Deductible expenses: 207,836 CAD
- Taxable income: 82,063 CAD

## Tax computation

- Applied tax rate: 21%
- Tax due: 17,233 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001096,C0197,bank_statement,2024-05-22T21:36:15,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Atlas Logistics
Region: Prairies

## Cash inflows

- Sales deposits: 21,018 CAD

## Cash outflows

- Payroll: 5,537 CAD
- Rent and occupancy: 2,400 CAD
- Operating expenses and suppliers: 3,688 CAD
- Loan payment: 1,764 CAD

## Month end summary

- Net cash flow (approximate): 7,629 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001097,C0197,underwriting_memo,2023-11-17T21:36:15,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Atlas Logistics
Loan product: Line of Credit
Requested amount: 185,876 CAD
Reported annual revenue: 289,899 CAD
Internal risk rating: 8 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is moderate relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- There is a non trivial risk that the client may refinance or move their relationship if pricing is not competitive.
"
D001098,C0197,compliance_summary,2023-12-18T21:36:15,Compliance Summary,en,markdown,"# Compliance Summary

Business: Atlas Logistics
Region: Prairies
Relationship length: 9.9 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions suggest frustration with pricing and service levels, which may increase the chance of relationship exit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001099,C0198,financial_statement,2024-10-16T21:38:41,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Blue Builders
Industry: Manufacturing
Reported annual revenue: 7,704,299 CAD

## Income Statement (simplified)

- Revenue: 7,704,299 CAD
- Cost of goods sold: 3,553,810 CAD
- Payroll: 2,689,029 CAD
- Rent and occupancy: 528,180 CAD
- Other operating expenses: 995,577 CAD

**EBITDA (approximate): -62,297 CAD**

## Notes

- Loan request under review: 244,932 CAD
- Figures are rounded and based on management provided statements.
"
D001100,C0198,tax_return,2024-09-07T21:38:41,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Blue Builders
Region: Quebec
Tax year: 2024

## Income

- Gross business income: 7,704,299 CAD

## Deductions and expenses

- Deductible expenses: 5,246,808 CAD
- Taxable income: 2,457,491 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 442,348 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001101,C0198,bank_statement,2024-06-13T21:38:41,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Blue Builders
Region: Quebec

## Cash inflows

- Sales deposits: 524,285 CAD

## Cash outflows

- Payroll: 133,926 CAD
- Rent and occupancy: 42,612 CAD
- Operating expenses and suppliers: 113,330 CAD
- Loan payment: 1,908 CAD

## Month end summary

- Net cash flow (approximate): 232,509 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001102,C0198,underwriting_memo,2024-12-29T21:38:41,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Blue Builders
Loan product: Real Estate Loan
Requested amount: 244,932 CAD
Reported annual revenue: 7,704,299 CAD
Internal risk rating: 1 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 4

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Overall risk profile is elevated and may require additional conditions or collateral.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001103,C0198,compliance_summary,2024-09-27T21:38:41,Compliance Summary,en,markdown,"# Compliance Summary

Business: Blue Builders
Region: Quebec
Relationship length: 6.2 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001104,C0199,financial_statement,2023-11-11T21:41:09,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Urban Solutions
Industry: Healthcare
Reported annual revenue: 251,090 CAD

## Income Statement (simplified)

- Revenue: 251,090 CAD
- Cost of goods sold: 156,324 CAD
- Payroll: 84,954 CAD
- Rent and occupancy: 25,375 CAD
- Other operating expenses: 42,512 CAD

**EBITDA (approximate): -58,075 CAD**

## Notes

- Loan request under review: 328,632 CAD
- Figures are rounded and based on management provided statements.
"
D001105,C0199,tax_return,2024-09-27T21:41:09,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Urban Solutions
Region: Ontario
Tax year: 2024

## Income

- Gross business income: 251,090 CAD

## Deductions and expenses

- Deductible expenses: 153,578 CAD
- Taxable income: 97,512 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 17,552 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001106,C0199,bank_statement,2023-12-05T21:41:09,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Urban Solutions
Region: Ontario

## Cash inflows

- Sales deposits: 14,993 CAD

## Cash outflows

- Payroll: 4,330 CAD
- Rent and occupancy: 761 CAD
- Operating expenses and suppliers: 1,869 CAD
- Loan payment: 1,596 CAD

## Month end summary

- Net cash flow (approximate): 6,437 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001107,C0199,bank_statement,2024-11-03T21:41:09,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Urban Solutions
Region: Ontario

## Cash inflows

- Sales deposits: 14,901 CAD

## Cash outflows

- Payroll: 3,976 CAD
- Rent and occupancy: 1,781 CAD
- Operating expenses and suppliers: 1,830 CAD
- Loan payment: 1,596 CAD

## Month end summary

- Net cash flow (approximate): 5,718 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001108,C0199,underwriting_memo,2024-10-27T21:41:09,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Urban Solutions
Loan product: Equipment Loan
Requested amount: 328,632 CAD
Reported annual revenue: 251,090 CAD
Internal risk rating: 1 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is high relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001109,C0199,compliance_summary,2023-12-25T21:41:09,Compliance Summary,en,markdown,"# Compliance Summary

Business: Urban Solutions
Region: Ontario
Relationship length: 1.4 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001110,C0200,financial_statement,2024-02-20T21:43:05,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Silver Tech
Industry: Hospitality
Reported annual revenue: 7,267,788 CAD

## Income Statement (simplified)

- Revenue: 7,267,788 CAD
- Cost of goods sold: 4,448,375 CAD
- Payroll: 1,191,880 CAD
- Rent and occupancy: 591,706 CAD
- Other operating expenses: 638,704 CAD

**EBITDA (approximate): 397,123 CAD**

## Notes

- Loan request under review: 139,756 CAD
- Figures are rounded and based on management provided statements.
"
D001111,C0200,tax_return,2024-05-27T21:43:05,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Silver Tech
Region: Quebec
Tax year: 2024

## Income

- Gross business income: 7,267,788 CAD

## Deductions and expenses

- Deductible expenses: 5,662,692 CAD
- Taxable income: 1,605,096 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 369,172 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001112,C0200,bank_statement,2024-03-09T21:43:05,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Silver Tech
Region: Quebec

## Cash inflows

- Sales deposits: 437,926 CAD

## Cash outflows

- Payroll: 91,202 CAD
- Rent and occupancy: 49,522 CAD
- Operating expenses and suppliers: 104,321 CAD
- Loan payment: 428 CAD

## Month end summary

- Net cash flow (approximate): 192,453 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001113,C0200,bank_statement,2025-02-14T21:43:05,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Silver Tech
Region: Quebec

## Cash inflows

- Sales deposits: 785,220 CAD

## Cash outflows

- Payroll: 260,207 CAD
- Rent and occupancy: 90,172 CAD
- Operating expenses and suppliers: 114,161 CAD
- Loan payment: 428 CAD

## Month end summary

- Net cash flow (approximate): 320,252 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001114,C0200,bank_statement,2023-12-08T21:43:05,Bank Statement – Month 3,en,markdown,"# Bank Statement – Month 3

Business: Silver Tech
Region: Quebec

## Cash inflows

- Sales deposits: 443,604 CAD

## Cash outflows

- Payroll: 141,306 CAD
- Rent and occupancy: 36,460 CAD
- Operating expenses and suppliers: 63,884 CAD
- Loan payment: 428 CAD

## Month end summary

- Net cash flow (approximate): 201,526 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001115,C0200,underwriting_memo,2024-03-02T21:43:05,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Silver Tech
Loan product: Line of Credit
Requested amount: 139,756 CAD
Reported annual revenue: 7,267,788 CAD
Internal risk rating: 3 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001116,C0200,compliance_summary,2024-09-09T21:43:05,Compliance Summary,en,markdown,"# Compliance Summary

Business: Silver Tech
Region: Quebec
Relationship length: 9.5 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001117,C0201,financial_statement,2023-12-15T21:44:22,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Prime Tech
Industry: Retail
Reported annual revenue: 488,367 CAD

## Income Statement (simplified)

- Revenue: 488,367 CAD
- Cost of goods sold: 340,397 CAD
- Payroll: 121,512 CAD
- Rent and occupancy: 39,020 CAD
- Other operating expenses: 49,306 CAD

**EBITDA (approximate): -61,868 CAD**

## Notes

- Loan request under review: 45,289 CAD
- Figures are rounded and based on management provided statements.
"
D001118,C0201,tax_return,2023-12-24T21:44:22,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Prime Tech
Region: British Columbia
Tax year: 2024

## Income

- Gross business income: 488,367 CAD

## Deductions and expenses

- Deductible expenses: 305,742 CAD
- Taxable income: 182,625 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 32,872 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001119,C0201,bank_statement,2024-09-02T21:44:22,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Prime Tech
Region: British Columbia

## Cash inflows

- Sales deposits: 31,573 CAD

## Cash outflows

- Payroll: 8,198 CAD
- Rent and occupancy: 1,592 CAD
- Operating expenses and suppliers: 6,567 CAD
- Loan payment: 208 CAD

## Month end summary

- Net cash flow (approximate): 15,008 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001120,C0201,bank_statement,2024-07-22T21:44:22,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Prime Tech
Region: British Columbia

## Cash inflows

- Sales deposits: 31,215 CAD

## Cash outflows

- Payroll: 10,493 CAD
- Rent and occupancy: 2,204 CAD
- Operating expenses and suppliers: 4,526 CAD
- Loan payment: 208 CAD

## Month end summary

- Net cash flow (approximate): 13,784 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001121,C0201,compliance_summary,2024-06-08T21:44:22,Compliance Summary,en,markdown,"# Compliance Summary

Business: Prime Tech
Region: British Columbia
Relationship length: 1.2 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions suggest frustration with pricing and service levels, which may increase the chance of relationship exit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001122,C0202,financial_statement,2024-01-23T21:45:46,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Pioneer Studios
Industry: Professional Services
Reported annual revenue: 2,260,168 CAD

## Income Statement (simplified)

- Revenue: 2,260,168 CAD
- Cost of goods sold: 1,303,496 CAD
- Payroll: 599,679 CAD
- Rent and occupancy: 81,400 CAD
- Other operating expenses: 297,715 CAD

**EBITDA (approximate): -22,122 CAD**

## Notes

- Loan request under review: 396,840 CAD
- Figures are rounded and based on management provided statements.
"
D001123,C0202,tax_return,2024-04-24T21:45:46,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Pioneer Studios
Region: Prairies
Tax year: 2024

## Income

- Gross business income: 2,260,168 CAD

## Deductions and expenses

- Deductible expenses: 1,584,128 CAD
- Taxable income: 676,040 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 155,489 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001124,C0202,bank_statement,2025-04-16T21:45:46,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Pioneer Studios
Region: Prairies

## Cash inflows

- Sales deposits: 141,258 CAD

## Cash outflows

- Payroll: 42,950 CAD
- Rent and occupancy: 15,340 CAD
- Operating expenses and suppliers: 32,183 CAD
- Loan payment: 2,473 CAD

## Month end summary

- Net cash flow (approximate): 48,312 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001125,C0202,bank_statement,2025-03-09T21:45:46,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Pioneer Studios
Region: Prairies

## Cash inflows

- Sales deposits: 206,896 CAD

## Cash outflows

- Payroll: 50,775 CAD
- Rent and occupancy: 12,742 CAD
- Operating expenses and suppliers: 25,704 CAD
- Loan payment: 2,473 CAD

## Month end summary

- Net cash flow (approximate): 115,202 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001126,C0202,underwriting_memo,2025-01-13T21:45:46,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Pioneer Studios
Loan product: Government-Backed Loan
Requested amount: 396,840 CAD
Reported annual revenue: 2,260,168 CAD
Internal risk rating: 2 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001127,C0203,financial_statement,2024-07-13T21:47:53,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Silver Builders
Industry: Retail
Reported annual revenue: 158,891 CAD

## Income Statement (simplified)

- Revenue: 158,891 CAD
- Cost of goods sold: 65,737 CAD
- Payroll: 30,321 CAD
- Rent and occupancy: 8,319 CAD
- Other operating expenses: 17,235 CAD

**EBITDA (approximate): 37,279 CAD**

## Notes

- Loan request under review: 193,331 CAD
- Figures are rounded and based on management provided statements.
"
D001128,C0203,tax_return,2024-05-22T21:47:53,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Silver Builders
Region: Alberta
Tax year: 2024

## Income

- Gross business income: 158,891 CAD

## Deductions and expenses

- Deductible expenses: 121,990 CAD
- Taxable income: 36,901 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 6,642 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001129,C0203,bank_statement,2025-04-08T21:47:53,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Silver Builders
Region: Alberta

## Cash inflows

- Sales deposits: 12,114 CAD

## Cash outflows

- Payroll: 2,819 CAD
- Rent and occupancy: 1,007 CAD
- Operating expenses and suppliers: 1,799 CAD
- Loan payment: 1,640 CAD

## Month end summary

- Net cash flow (approximate): 4,849 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001130,C0203,bank_statement,2023-11-06T21:47:53,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Silver Builders
Region: Alberta

## Cash inflows

- Sales deposits: 9,353 CAD

## Cash outflows

- Payroll: 2,230 CAD
- Rent and occupancy: 804 CAD
- Operating expenses and suppliers: 2,185 CAD
- Loan payment: 1,640 CAD

## Month end summary

- Net cash flow (approximate): 2,494 CAD
- Overdraft events this month: Yes

These figures are a synthetic summary and do not include every transaction.
"
D001131,C0203,bank_statement,2025-01-19T21:47:53,Bank Statement – Month 3,en,markdown,"# Bank Statement – Month 3

Business: Silver Builders
Region: Alberta

## Cash inflows

- Sales deposits: 10,418 CAD

## Cash outflows

- Payroll: 2,169 CAD
- Rent and occupancy: 625 CAD
- Operating expenses and suppliers: 1,267 CAD
- Loan payment: 1,640 CAD

## Month end summary

- Net cash flow (approximate): 4,717 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001132,C0203,underwriting_memo,2024-12-14T21:47:53,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Silver Builders
Loan product: Line of Credit
Requested amount: 193,331 CAD
Reported annual revenue: 158,891 CAD
Internal risk rating: 2 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is high relative to reported revenue.
- Risk profile is currently assessed as low.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001133,C0203,compliance_summary,2024-11-13T21:47:53,Compliance Summary,en,markdown,"# Compliance Summary

Business: Silver Builders
Region: Alberta
Relationship length: 5.0 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001134,C0204,financial_statement,2024-03-11T21:49:01,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: North Retail
Industry: Construction
Reported annual revenue: 2,174,515 CAD

## Income Statement (simplified)

- Revenue: 2,174,515 CAD
- Cost of goods sold: 1,044,003 CAD
- Payroll: 735,578 CAD
- Rent and occupancy: 103,118 CAD
- Other operating expenses: 193,362 CAD

**EBITDA (approximate): 98,454 CAD**

## Notes

- Loan request under review: 111,594 CAD
- Figures are rounded and based on management provided statements.
"
D001135,C0204,tax_return,2024-11-25T21:49:01,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: North Retail
Region: Ontario
Tax year: 2024

## Income

- Gross business income: 2,174,515 CAD

## Deductions and expenses

- Deductible expenses: 1,336,751 CAD
- Taxable income: 837,764 CAD

## Tax computation

- Applied tax rate: 18%
- Tax due: 150,797 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001136,C0204,bank_statement,2024-05-14T21:49:01,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: North Retail
Region: Ontario

## Cash inflows

- Sales deposits: 186,893 CAD

## Cash outflows

- Payroll: 61,221 CAD
- Rent and occupancy: 15,003 CAD
- Operating expenses and suppliers: 43,687 CAD
- Loan payment: 557 CAD

## Month end summary

- Net cash flow (approximate): 66,425 CAD
- Overdraft events this month: Yes

These figures are a synthetic summary and do not include every transaction.
"
D001137,C0204,underwriting_memo,2024-12-21T21:49:01,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: North Retail
Loan product: Term Loan
Requested amount: 111,594 CAD
Reported annual revenue: 2,174,515 CAD
Internal risk rating: 6 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 1

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is moderate with a few points to clarify.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001138,C0204,compliance_summary,2024-08-29T21:49:01,Compliance Summary,en,markdown,"# Compliance Summary

Business: North Retail
Region: Ontario
Relationship length: 4.7 years

## KYC and AML status

- This is an ongoing relationship with standard KYC and AML monitoring in place.
- No material AML issues have been highlighted in the synthetic data generated for this client.

## Behavioural notes

- Recent interactions do not indicate elevated AML concerns. Commercial discussions are focused on growth and product fit.

This document is a synthetic representation suitable for testing and demonstration, not a real compliance assessment.
"
D001139,C0205,financial_statement,2025-04-15T21:50:22,Financial Statements – Summary,en,markdown,"# Financial Statements – Summary

Business: Prime Logistics
Industry: Tech Startup
Reported annual revenue: 2,059,464 CAD

## Income Statement (simplified)

- Revenue: 2,059,464 CAD
- Cost of goods sold: 894,913 CAD
- Payroll: 347,480 CAD
- Rent and occupancy: 239,173 CAD
- Other operating expenses: 355,177 CAD

**EBITDA (approximate): 222,721 CAD**

## Notes

- Loan request under review: 199,685 CAD
- Figures are rounded and based on management provided statements.
"
D001140,C0205,tax_return,2024-09-06T21:50:22,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Prime Logistics
Region: Alberta
Tax year: 2024

## Income

- Gross business income: 2,059,464 CAD

## Deductions and expenses

- Deductible expenses: 1,563,007 CAD
- Taxable income: 496,457 CAD

## Tax computation

- Applied tax rate: 21%
- Tax due: 104,255 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001141,C0205,bank_statement,2023-09-17T21:50:22,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Prime Logistics
Region: Alberta

## Cash inflows

- Sales deposits: 210,587 CAD

## Cash outflows

- Payroll: 57,750 CAD
- Rent and occupancy: 24,185 CAD
- Operating expenses and suppliers: 41,966 CAD
- Loan payment: 943 CAD

## Month end summary

- Net cash flow (approximate): 85,743 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001142,C0205,underwriting_memo,2025-01-02T21:50:22,Underwriting Memo,en,markdown,"# Underwriting Memo

Business: Prime Logistics
Loan product: Line of Credit
Requested amount: 199,685 CAD
Reported annual revenue: 2,059,464 CAD
Internal risk rating: 7 (1 low risk, 10 high risk)
Delinquencies in last 12 months: 0

## Leverage and capacity

- Requested amount is conservative relative to reported revenue.
- Risk profile is moderate with a few points to clarify.

## Underwriting view

- Debt service capacity is assessed using synthetic cash flow estimates.
- Some figures differ slightly from the tax return because of rounding and timing.

## Forward looking comments

- Client relationship appears stable and there may be room for future cross sell or upsell conversations.
"
D001143,C0206,tax_return,2023-12-05T21:52:05,Business Tax Return – Extract,en,markdown,"# Business Tax Return – Extract

Business: Bright Enterprises
Region: Atlantic
Tax year: 2024

## Income

- Gross business income: 359,723 CAD

## Deductions and expenses

- Deductible expenses: 232,262 CAD
- Taxable income: 127,461 CAD

## Tax computation

- Applied tax rate: 23%
- Tax due: 29,316 CAD

## Remarks

- Values are consistent with financial statements provided by the client.
- Minor rounding differences may appear between this return and internal spreads.
"
D001144,C0206,bank_statement,2024-06-04T21:52:05,Bank Statement – Month 1,en,markdown,"# Bank Statement – Month 1

Business: Bright Enterprises
Region: Atlantic

## Cash inflows

- Sales deposits: 26,608 CAD

## Cash outflows

- Payroll: 7,034 CAD
- Rent and occupancy: 3,093 CAD
- Operating expenses and suppliers: 4,960 CAD
- Loan payment: 2,225 CAD

## Month end summary

- Net cash flow (approximate): 9,296 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001145,C0206,bank_statement,2023-11-18T21:52:05,Bank Statement – Month 2,en,markdown,"# Bank Statement – Month 2

Business: Bright Enterprises
Region: Atlantic

## Cash inflows

- Sales deposits: 31,310 CAD

## Cash outflows

- Payroll: 10,777 CAD
- Rent and occupancy: 1,754 CAD
- Operating expenses and suppliers: 3,215 CAD
- Loan payment: 2,225 CAD

## Month end summary

- Net cash flow (approximate): 13,339 CAD
- Overdraft events this month: No

These figures are a synthetic summary and do not include every transaction.
"
D001146,C0206,bank_statement,2023-10-05T21:52:05,Bank Statement – Month 3,en,markdown,"# Bank Statement – Month 3

Business: Bright Enterprises
Region: Atlantic

## Cash inflows

- Sales deposits: 26,473 CAD

## Cash outflows

- Payroll: 7,874 CAD
- Rent and occupancy: 2,298 CAD
- Operating expenses and suppliers: 3,401 CAD
- Loan payment: 2,225 CAD

## Month end summary

- Net cash flow (approximate): 10,675 CAD
- Overdraft events this month: Yes

These figures are a synthetic summary and do not include every transaction.
"
