customer_id,business_name,segment,industry,annual_revenue,number_of_employees,loan_amount,loan_product,credit_score_bucket,risk_rating,relationship_length_years,region,is_collateralized,interest_rate,delinquency_count_12m,loan_outcome,churn_label,customer_persona
C0188,North Builders,microbusiness,Tech Startup,263474,8,290795,Equipment Loan,high,9,9.1,Quebec,False,4.02,1,declined,0,impatient_owner
C0189,Bright Services,microbusiness,Retail,76507,6,389431,Line of Credit,medium,8,0.4,Quebec,True,8.58,0,approved,0,formal_cfo
C0190,Silver Foods,SME,Healthcare,4839593,201,381156,Term Loan,medium,7,8.4,Quebec,True,10.33,1,approved,1,formal_cfo
C0191,Bright Studios,microbusiness,Retail,389409,3,335171,Term Loan,medium,10,9.1,Prairies,False,5.94,4,renewed,1,busy_founder
C0192,Bright Enterprises,microbusiness,Tech Startup,482176,10,228222,Government-Backed Loan,low,9,6.8,Ontario,False,11.23,2,pending,1,impatient_owner
C0193,Blue Solutions,SME,Construction,5145358,76,363995,Equipment Loan,low,9,3.3,British Columbia,False,10.7,2,closed_paid_off,1,formal_cfo
C0194,North Tech,SME,Construction,1092554,159,391232,Government-Backed Loan,high,6,4.1,Prairies,False,5.28,0,closed_paid_off,0,busy_founder
C0195,Silver Services,microbusiness,Construction,438454,5,313093,Line of Credit,very_high,6,4.8,Atlantic,False,5.28,0,closed_paid_off,0,busy_founder
C0196,North Logistics,SME,Tech Startup,1400549,231,352606,Government-Backed Loan,medium,10,1.3,Territories,True,10.62,0,closed_paid_off,0,impatient_owner
C0197,Atlas Logistics,microbusiness,Healthcare,289899,3,185876,Line of Credit,high,8,9.9,Prairies,True,11.39,0,approved,1,formal_cfo
C0198,Blue Builders,SME,Manufacturing,7704299,113,244932,Real Estate Loan,medium,1,6.2,Quebec,True,9.35,4,closed_paid_off,0,impatient_owner
C0199,Urban Solutions,microbusiness,Healthcare,251090,9,328632,Equipment Loan,low,1,1.4,Ontario,True,5.83,1,pending,0,formal_cfo
C0200,Silver Tech,SME,Hospitality,7267788,14,139756,Line of Credit,high,3,9.5,Quebec,True,3.68,0,approved,0,thoughtful_manager
C0201,Prime Tech,microbusiness,Retail,488367,1,45289,Term Loan,medium,7,1.2,British Columbia,True,5.52,1,approved,1,thoughtful_manager
C0202,Pioneer Studios,SME,Professional Services,2260168,140,396840,Government-Backed Loan,low,2,8.3,Prairies,False,7.48,1,closed_paid_off,0,busy_founder
C0203,Silver Builders,microbusiness,Retail,158891,8,193331,Line of Credit,low,2,5.0,Alberta,False,10.18,1,approved,0,impatient_owner
C0204,North Retail,SME,Construction,2174515,218,111594,Term Loan,high,6,4.7,Ontario,False,6.0,1,approved,0,formal_cfo
C0205,Prime Logistics,SME,Tech Startup,2059464,105,199685,Line of Credit,low,7,2.8,Alberta,False,5.67,0,closed_paid_off,0,formal_cfo
C0206,Bright Enterprises,microbusiness,Professional Services,359723,8,318290,Real Estate Loan,low,7,4.2,Atlantic,False,8.39,2,closed_paid_off,0,thoughtful_manager
C0207,Pioneer Builders,SME,Tech Startup,5772037,13,389396,Government-Backed Loan,high,10,0.7,Atlantic,False,5.29,4,closed_paid_off,0,impatient_owner
C0208,Silver Consulting,SME,Healthcare,6957158,48,312733,Government-Backed Loan,low,3,6.8,British Columbia,True,7.25,0,approved,0,busy_founder
C0209,Pioneer Foods,microbusiness,E-commerce,478397,4,61329,Real Estate Loan,medium,10,3.8,British Columbia,True,10.35,0,approved,0,impatient_owner
C0210,Urban Tech,microbusiness,E-commerce,97655,10,344568,Equipment Loan,high,9,0.1,Alberta,True,8.87,4,approved,1,thoughtful_manager
C0211,Bright Logistics,SME,Healthcare,2134721,204,365458,Line of Credit,low,6,4.6,British Columbia,False,11.22,0,pending,1,formal_cfo
C0212,Bright Services,SME,Manufacturing,3646456,40,225990,Line of Credit,medium,4,6.1,Ontario,False,4.36,0,refinanced_elsewhere,0,thoughtful_manager
C0213,Summit Foods,microbusiness,Tech Startup,75465,9,246917,Government-Backed Loan,medium,9,5.4,Atlantic,False,10.78,1,approved,1,busy_founder
C0214,Green Builders,SME,Hospitality,6252216,85,257421,Line of Credit,low,10,4.0,Ontario,False,9.49,0,renewed,0,formal_cfo
C0215,Pioneer Consulting,SME,Healthcare,3483202,138,304421,Equipment Loan,high,6,1.4,British Columbia,True,8.16,3,renewed,0,busy_founder
C0216,Urban Solutions,microbusiness,Retail,401406,1,124806,Equipment Loan,high,3,1.5,Prairies,False,8.97,0,approved,0,impatient_owner
C0217,Blue Studios,microbusiness,E-commerce,389276,9,223888,Line of Credit,medium,5,2.3,Territories,False,3.88,0,declined,0,impatient_owner
C0218,Summit Enterprises,microbusiness,Tech Startup,382287,6,328483,Government-Backed Loan,high,4,2.3,Territories,False,11.21,0,approved,0,formal_cfo
C0219,Bright Services,SME,Retail,4933204,43,104373,Government-Backed Loan,high,1,2.9,Prairies,True,9.18,0,approved,1,busy_founder
C0220,Urban Studios,SME,Manufacturing,9314666,66,116400,Government-Backed Loan,low,9,7.1,Territories,True,7.84,0,approved,0,busy_founder
C0221,Pioneer Studios,microbusiness,E-commerce,481849,1,80147,Equipment Loan,medium,10,10.0,Prairies,False,5.45,0,closed_paid_off,0,impatient_owner
C0222,Prime Builders,SME,Retail,6790752,141,286723,Real Estate Loan,medium,5,8.2,Alberta,False,5.04,0,refinanced_elsewhere,0,impatient_owner
C0223,Atlas Builders,microbusiness,Logistics,331938,7,358984,Term Loan,high,3,1.1,Territories,True,9.23,0,approved,0,impatient_owner
C0224,Urban Tech,SME,Logistics,7285511,120,185886,Term Loan,medium,2,4.6,Prairies,True,8.63,1,closed_paid_off,0,impatient_owner
C0225,Silver Retail,microbusiness,Construction,368015,2,167596,Real Estate Loan,medium,1,6.9,Territories,True,7.77,0,approved,0,formal_cfo
C0226,North Logistics,microbusiness,E-commerce,114610,1,22637,Government-Backed Loan,medium,9,5.6,Territories,True,4.18,0,renewed,1,formal_cfo
C0227,North Builders,microbusiness,Construction,401785,10,48515,Government-Backed Loan,medium,9,1.2,Quebec,True,8.87,0,approved,0,busy_founder
C0228,Green Builders,microbusiness,Construction,151448,6,274731,Real Estate Loan,medium,5,0.8,Alberta,False,4.72,0,closed_paid_off,0,busy_founder
C0229,Silver Enterprises,SME,Construction,6062703,234,271634,Real Estate Loan,medium,5,3.7,Territories,True,4.37,1,approved,0,formal_cfo
C0230,Pioneer Builders,microbusiness,Retail,66354,10,323510,Real Estate Loan,high,4,5.1,Territories,False,7.91,0,refinanced_elsewhere,0,busy_founder
C0231,Atlas Services,SME,Professional Services,2019244,111,210770,Government-Backed Loan,low,4,5.1,Prairies,False,9.95,1,approved,0,formal_cfo
C0232,Blue Retail,microbusiness,Tech Startup,449230,8,141503,Term Loan,medium,4,0.5,Ontario,True,5.15,3,approved,0,impatient_owner
C0233,Summit Foods,microbusiness,E-commerce,487713,5,323369,Government-Backed Loan,medium,7,8.3,British Columbia,False,6.42,1,closed_paid_off,0,formal_cfo
C0234,Pioneer Retail,SME,Healthcare,610690,138,92859,Real Estate Loan,low,2,7.9,Prairies,True,5.75,0,approved,0,formal_cfo
C0235,Silver Logistics,microbusiness,Tech Startup,160469,10,104539,Real Estate Loan,low,1,4.8,British Columbia,True,8.24,0,pending,1,formal_cfo
C0236,Atlas Tech,SME,Retail,5255579,31,133557,Real Estate Loan,high,8,7.3,British Columbia,False,4.86,2,renewed,0,formal_cfo
C0237,North Solutions,SME,Professional Services,8107966,162,329642,Term Loan,medium,7,6.9,British Columbia,True,3.63,0,refinanced_elsewhere,0,impatient_owner
C0238,Summit Foods,microbusiness,E-commerce,98858,8,365711,Line of Credit,very_high,9,7.5,Alberta,False,10.68,1,renewed,0,impatient_owner
C0239,Green Consulting,microbusiness,Tech Startup,233772,10,385275,Government-Backed Loan,low,3,7.7,Territories,True,9.63,3,approved,0,busy_founder
C0240,Pioneer Builders,microbusiness,E-commerce,246623,4,380587,Equipment Loan,medium,2,5.2,Atlantic,True,8.71,0,closed_paid_off,0,busy_founder
C0241,Bright Logistics,SME,E-commerce,3498417,104,313126,Government-Backed Loan,medium,5,5.6,Territories,True,9.69,0,approved,1,formal_cfo
C0242,Prime Services,microbusiness,Hospitality,227438,9,341926,Term Loan,low,1,4.1,Alberta,False,10.09,0,renewed,0,busy_founder
C0243,Atlas Tech,microbusiness,Logistics,323156,5,393086,Government-Backed Loan,low,3,6.2,Prairies,False,7.01,0,renewed,0,impatient_owner
C0244,Summit Studios,microbusiness,Professional Services,175439,1,102546,Term Loan,very_high,7,0.5,British Columbia,True,6.66,0,pending,1,impatient_owner
C0245,Summit Services,SME,Healthcare,3763591,126,231789,Government-Backed Loan,low,3,2.8,Territories,True,4.35,0,approved,0,busy_founder
C0246,Urban Foods,SME,Tech Startup,4581447,203,198080,Real Estate Loan,high,10,5.7,Prairies,False,7.36,0,approved,1,formal_cfo
C0247,Bright Builders,SME,E-commerce,4918274,73,170622,Term Loan,medium,6,0.2,Alberta,True,10.95,0,approved,0,formal_cfo
C0248,Bright Retail,microbusiness,Hospitality,170170,4,150912,Government-Backed Loan,medium,2,2.7,Territories,True,4.13,4,declined,0,impatient_owner
C0249,Bright Enterprises,SME,Tech Startup,8734347,56,287981,Equipment Loan,medium,10,8.7,Alberta,True,7.71,0,refinanced_elsewhere,1,formal_cfo
C0250,Bright Foods,SME,Healthcare,4035838,107,324615,Term Loan,medium,10,0.2,British Columbia,False,5.0,0,approved,1,formal_cfo
C0251,Green Logistics,microbusiness,Logistics,241406,7,166606,Real Estate Loan,low,3,7.5,British Columbia,False,8.99,2,renewed,0,thoughtful_manager
C0252,Green Studios,microbusiness,Tech Startup,270998,8,90501,Government-Backed Loan,medium,6,0.2,Territories,False,5.9,0,pending,0,impatient_owner
C0253,Silver Retail,SME,Manufacturing,4858202,102,208904,Government-Backed Loan,medium,5,7.5,Prairies,True,6.79,0,renewed,0,formal_cfo
C0254,Prime Enterprises,SME,E-commerce,7998243,237,61108,Real Estate Loan,high,8,7.8,Prairies,False,4.66,0,closed_paid_off,0,thoughtful_manager
C0255,North Logistics,microbusiness,Healthcare,392366,5,392471,Equipment Loan,high,7,3.2,Quebec,True,7.06,2,approved,0,thoughtful_manager
C0256,Prime Studios,microbusiness,Professional Services,181935,2,130400,Line of Credit,medium,2,2.4,British Columbia,True,10.53,0,approved,0,impatient_owner
C0257,Bright Solutions,microbusiness,Manufacturing,254391,5,140248,Line of Credit,high,8,9.3,British Columbia,False,4.55,2,approved,0,busy_founder
C0258,Bright Studios,SME,E-commerce,9547744,55,329765,Government-Backed Loan,medium,10,1.4,Prairies,True,8.62,0,refinanced_elsewhere,1,impatient_owner
C0259,Atlas Builders,SME,Logistics,677097,10,294368,Line of Credit,medium,8,1.6,Ontario,True,9.0,0,closed_paid_off,0,busy_founder
C0260,Silver Tech,microbusiness,E-commerce,343891,7,226963,Line of Credit,low,7,2.0,Ontario,False,5.26,0,renewed,0,busy_founder
C0261,North Enterprises,SME,Logistics,3560284,44,171831,Term Loan,high,10,8.5,Quebec,True,9.1,0,approved,0,impatient_owner
C0262,Prime Logistics,SME,Construction,637641,69,67289,Line of Credit,low,4,7.2,Quebec,True,5.99,1,refinanced_elsewhere,0,busy_founder
C0263,Green Consulting,microbusiness,Construction,334789,8,115212,Line of Credit,high,5,4.0,Territories,False,10.13,0,closed_paid_off,0,thoughtful_manager
C0264,Silver Builders,microbusiness,Tech Startup,323226,4,267896,Real Estate Loan,high,5,7.7,British Columbia,False,4.77,1,renewed,0,thoughtful_manager
C0265,Atlas Logistics,SME,Retail,2394625,70,351826,Real Estate Loan,medium,3,6.7,Territories,False,8.18,0,approved,0,thoughtful_manager
C0266,Bright Builders,SME,Manufacturing,2033463,185,344348,Equipment Loan,very_high,1,1.7,Quebec,True,8.66,1,closed_paid_off,0,busy_founder
C0267,Prime Tech,microbusiness,Logistics,181437,1,274438,Real Estate Loan,medium,9,7.3,Ontario,False,5.02,0,approved,0,formal_cfo
C0268,Summit Foods,microbusiness,Tech Startup,333957,6,258068,Term Loan,high,9,8.2,Ontario,True,4.98,0,closed_paid_off,0,impatient_owner
C0269,Prime Solutions,microbusiness,E-commerce,339127,3,341409,Equipment Loan,medium,6,5.0,British Columbia,True,7.69,0,closed_paid_off,0,formal_cfo
C0270,Prime Solutions,microbusiness,Manufacturing,488461,7,364940,Real Estate Loan,medium,10,5.8,Atlantic,True,6.43,1,approved,1,thoughtful_manager
C0271,Green Tech,microbusiness,Healthcare,268079,6,391423,Term Loan,high,5,7.5,Alberta,True,9.37,2,approved,0,impatient_owner
C0272,North Logistics,SME,Hospitality,4673551,155,347850,Line of Credit,medium,9,5.3,Quebec,True,4.34,1,approved,0,impatient_owner
C0273,Atlas Tech,SME,E-commerce,9457363,163,252265,Equipment Loan,very_high,9,6.6,Ontario,False,6.1,0,closed_paid_off,0,formal_cfo
C0274,Silver Builders,microbusiness,Logistics,440373,5,208748,Real Estate Loan,medium,7,5.5,Territories,True,3.78,0,approved,0,impatient_owner
C0275,Silver Studios,microbusiness,Healthcare,411611,5,310278,Government-Backed Loan,medium,10,7.7,Atlantic,True,3.8,0,approved,0,formal_cfo
C0276,Atlas Foods,microbusiness,Logistics,434966,2,399364,Equipment Loan,high,3,9.2,Alberta,True,10.69,1,closed_paid_off,0,impatient_owner
C0277,Urban Tech,microbusiness,Retail,478417,7,238377,Term Loan,high,4,3.4,Territories,False,10.3,3,renewed,1,impatient_owner
C0278,Atlas Consulting,microbusiness,Healthcare,130319,1,373178,Real Estate Loan,very_high,10,7.0,Alberta,True,4.22,0,closed_paid_off,0,thoughtful_manager
C0279,Green Enterprises,SME,Construction,7789551,208,385885,Line of Credit,high,8,4.0,Atlantic,True,7.4,1,approved,0,formal_cfo
C0280,Atlas Logistics,SME,Logistics,2003148,38,372189,Real Estate Loan,medium,6,6.9,Ontario,True,6.26,1,closed_paid_off,0,thoughtful_manager
C0281,Silver Solutions,SME,Retail,6771672,49,64991,Term Loan,high,4,2.4,Territories,False,10.91,2,closed_paid_off,0,impatient_owner
C0282,Silver Logistics,SME,Retail,9526233,64,126850,Government-Backed Loan,medium,5,2.2,Ontario,True,8.48,5,renewed,0,impatient_owner
C0283,Pioneer Builders,microbusiness,Construction,373991,5,47831,Real Estate Loan,high,1,7.9,Quebec,True,8.78,1,refinanced_elsewhere,1,busy_founder
C0284,Bright Foods,SME,E-commerce,5792472,134,333055,Government-Backed Loan,low,4,1.1,British Columbia,True,7.16,3,approved,0,busy_founder
C0285,Green Logistics,microbusiness,Retail,236320,5,143839,Government-Backed Loan,medium,1,6.9,Ontario,False,10.53,2,closed_paid_off,0,busy_founder
C0286,Green Logistics,SME,Logistics,6912371,143,375464,Government-Backed Loan,high,4,1.5,British Columbia,True,8.08,0,approved,0,formal_cfo
C0287,Blue Retail,microbusiness,Professional Services,324624,3,245477,Line of Credit,high,10,6.9,Ontario,False,6.04,0,refinanced_elsewhere,1,formal_cfo
C0288,Urban Enterprises,SME,Logistics,5093537,48,118531,Term Loan,low,1,4.5,Ontario,False,8.4,0,pending,0,impatient_owner
C0289,Pioneer Builders,SME,Professional Services,8364546,192,360560,Equipment Loan,low,7,8.5,Alberta,True,4.6,0,approved,1,busy_founder
C0290,Summit Enterprises,microbusiness,Hospitality,280311,10,276871,Equipment Loan,high,4,1.9,Atlantic,True,9.71,1,closed_paid_off,0,impatient_owner
C0291,Silver Solutions,SME,Tech Startup,4622525,142,301998,Real Estate Loan,very_high,1,8.8,Territories,True,7.63,1,approved,0,busy_founder
C0292,Pioneer Retail,microbusiness,Logistics,78598,9,94574,Real Estate Loan,high,8,6.2,Ontario,True,7.51,0,pending,0,thoughtful_manager
C0293,Summit Services,SME,Retail,3887856,235,258384,Term Loan,medium,3,4.6,Quebec,False,4.49,0,declined,0,thoughtful_manager
C0294,Silver Logistics,microbusiness,Logistics,452789,3,195737,Government-Backed Loan,high,3,3.9,Alberta,True,4.66,1,approved,0,thoughtful_manager
C0295,Bright Enterprises,microbusiness,Professional Services,451287,5,26400,Real Estate Loan,medium,8,0.1,Quebec,True,3.55,2,approved,1,thoughtful_manager
C0296,Blue Enterprises,microbusiness,Hospitality,379586,9,128861,Term Loan,low,1,2.9,Alberta,False,3.79,2,renewed,1,impatient_owner
C0297,Silver Solutions,SME,Professional Services,9931768,55,258728,Government-Backed Loan,medium,1,6.8,Quebec,True,5.89,0,approved,0,impatient_owner
C0298,Pioneer Services,microbusiness,Manufacturing,222600,9,236928,Government-Backed Loan,medium,4,8.6,British Columbia,False,4.37,1,renewed,0,busy_founder
C0299,Blue Enterprises,SME,Construction,6436673,247,88007,Government-Backed Loan,medium,9,5.8,Alberta,False,7.48,2,closed_paid_off,1,formal_cfo
C0300,Silver Studios,microbusiness,Tech Startup,436645,4,342598,Real Estate Loan,medium,6,8.0,British Columbia,True,9.95,0,renewed,0,impatient_owner
C0301,North Solutions,SME,Retail,6227097,111,399792,Government-Backed Loan,high,1,6.9,Atlantic,False,5.05,2,refinanced_elsewhere,0,impatient_owner
C0302,Prime Logistics,microbusiness,Tech Startup,225693,8,237030,Term Loan,high,5,5.4,Territories,True,8.93,0,approved,0,busy_founder
C0303,Prime Solutions,SME,Retail,9463616,225,107015,Government-Backed Loan,high,3,9.8,Ontario,True,10.42,1,renewed,1,thoughtful_manager
C0304,Green Retail,microbusiness,Healthcare,208664,4,295303,Equipment Loan,low,6,8.3,Prairies,False,9.72,3,declined,1,formal_cfo
C0305,Atlas Enterprises,SME,E-commerce,2904091,206,71512,Government-Backed Loan,high,3,7.8,Ontario,True,3.79,0,closed_paid_off,0,impatient_owner
C0306,North Studios,SME,Tech Startup,5742557,15,322807,Equipment Loan,high,4,1.1,Atlantic,True,5.04,0,approved,0,formal_cfo
C0307,Summit Solutions,microbusiness,Retail,103674,4,304441,Equipment Loan,medium,5,5.6,Alberta,True,9.13,0,approved,0,busy_founder
C0308,Silver Retail,microbusiness,Professional Services,404154,1,75536,Real Estate Loan,low,7,4.8,Atlantic,True,9.14,2,renewed,1,busy_founder
C0309,Atlas Studios,microbusiness,E-commerce,446226,8,317685,Line of Credit,low,8,9.7,Atlantic,True,5.98,1,closed_paid_off,0,formal_cfo
C0310,Summit Enterprises,SME,Logistics,6041983,211,190268,Real Estate Loan,medium,2,7.0,Quebec,True,6.31,0,approved,0,formal_cfo
C0311,Pioneer Services,SME,Manufacturing,1689907,212,178396,Government-Backed Loan,medium,10,5.6,Ontario,True,8.47,0,refinanced_elsewhere,1,thoughtful_manager
C0312,Atlas Enterprises,SME,E-commerce,1806851,199,393245,Government-Backed Loan,high,2,2.4,British Columbia,True,7.2,0,closed_paid_off,0,impatient_owner
C0313,Urban Studios,SME,Healthcare,1531500,33,134091,Line of Credit,high,1,6.5,Prairies,False,8.79,0,approved,0,formal_cfo
C0314,Prime Studios,SME,Logistics,6275801,32,325516,Term Loan,high,9,9.8,British Columbia,True,4.52,0,approved,1,busy_founder
C0315,North Studios,microbusiness,Hospitality,256710,6,393174,Real Estate Loan,medium,7,7.1,Prairies,True,8.8,0,approved,0,thoughtful_manager
C0316,Atlas Logistics,microbusiness,Professional Services,58235,3,398189,Real Estate Loan,high,3,0.8,Atlantic,True,8.64,0,declined,0,thoughtful_manager
C0317,Blue Consulting,SME,E-commerce,8050515,108,206283,Line of Credit,low,10,5.6,Prairies,True,7.49,1,renewed,0,busy_founder
C0318,Atlas Consulting,SME,Healthcare,1843236,46,295989,Equipment Loan,medium,2,5.8,Atlantic,True,8.38,0,renewed,0,busy_founder
C0319,Atlas Studios,SME,E-commerce,8117439,141,266012,Government-Backed Loan,high,7,0.2,Territories,True,11.32,0,approved,0,busy_founder
C0320,Blue Enterprises,microbusiness,Tech Startup,77063,5,347321,Term Loan,medium,2,1.8,Alberta,True,4.11,1,approved,0,busy_founder
C0321,Pioneer Foods,microbusiness,Professional Services,473541,3,156971,Line of Credit,medium,9,4.5,British Columbia,False,6.24,0,approved,1,thoughtful_manager
C0322,Pioneer Foods,microbusiness,Tech Startup,160549,10,200919,Term Loan,high,2,6.4,British Columbia,True,7.21,0,declined,0,formal_cfo
C0323,Atlas Studios,SME,Construction,7793631,13,171410,Real Estate Loan,medium,6,5.4,Quebec,False,8.96,0,refinanced_elsewhere,0,thoughtful_manager
C0324,Blue Enterprises,SME,Construction,4783960,177,326276,Real Estate Loan,medium,4,8.0,Ontario,False,8.21,0,approved,0,impatient_owner
C0325,Prime Enterprises,microbusiness,Logistics,409399,8,204295,Line of Credit,high,5,5.3,Atlantic,True,3.69,0,refinanced_elsewhere,0,impatient_owner
C0326,Silver Logistics,microbusiness,Logistics,389689,10,116871,Term Loan,high,5,7.7,British Columbia,True,8.78,0,declined,0,busy_founder
C0327,North Tech,microbusiness,Construction,253733,6,51488,Equipment Loan,very_high,5,0.7,Territories,True,4.06,4,approved,0,impatient_owner
C0328,Pioneer Studios,SME,Hospitality,7908511,193,155788,Term Loan,low,2,6.5,Alberta,True,5.5,0,closed_paid_off,0,impatient_owner
C0329,Urban Studios,microbusiness,Healthcare,320209,8,270682,Real Estate Loan,medium,2,5.8,Prairies,True,3.53,4,closed_paid_off,0,busy_founder
C0330,Pioneer Enterprises,SME,Retail,2021139,103,300298,Equipment Loan,low,8,10.0,British Columbia,False,5.82,0,pending,0,busy_founder
C0331,Blue Consulting,SME,Tech Startup,7848147,198,119333,Line of Credit,low,1,8.9,Atlantic,False,8.24,0,approved,0,thoughtful_manager
C0332,North Solutions,SME,Retail,1218308,113,81964,Line of Credit,high,9,7.9,Ontario,True,8.92,2,approved,0,impatient_owner
C0333,Bright Services,microbusiness,Tech Startup,417681,3,27531,Line of Credit,high,5,0.6,Alberta,False,4.28,1,closed_paid_off,0,impatient_owner
C0334,Prime Studios,microbusiness,Manufacturing,226864,7,189992,Term Loan,very_high,10,2.1,Territories,True,6.07,4,approved,1,impatient_owner
C0335,Blue Consulting,microbusiness,Logistics,340145,3,249984,Line of Credit,very_high,1,7.0,Quebec,True,9.83,1,approved,0,impatient_owner
C0336,Bright Services,microbusiness,Manufacturing,198757,7,383595,Real Estate Loan,high,4,6.6,British Columbia,True,5.67,0,approved,0,formal_cfo
C0337,Silver Consulting,microbusiness,Construction,342400,4,120612,Term Loan,very_high,2,4.2,Ontario,False,10.4,5,pending,0,formal_cfo
C0338,Blue Enterprises,microbusiness,Manufacturing,492384,8,280841,Line of Credit,low,1,1.6,Territories,True,6.41,0,approved,0,thoughtful_manager
C0339,Urban Builders,microbusiness,E-commerce,65238,8,289957,Term Loan,low,4,1.7,Quebec,False,8.24,0,approved,0,impatient_owner
C0340,Green Retail,microbusiness,Hospitality,154834,7,135690,Term Loan,medium,8,4.2,British Columbia,True,6.99,0,renewed,0,thoughtful_manager
C0341,Atlas Tech,SME,Hospitality,1500789,81,91566,Term Loan,high,8,1.4,Ontario,True,9.58,0,approved,0,formal_cfo
C0342,Atlas Consulting,microbusiness,Manufacturing,306488,4,330158,Real Estate Loan,high,5,8.6,Prairies,True,6.92,2,approved,0,formal_cfo
C0343,Urban Studios,SME,Retail,8959346,18,243188,Government-Backed Loan,medium,2,9.9,Atlantic,True,5.42,0,approved,0,formal_cfo
C0344,Bright Consulting,microbusiness,Manufacturing,209822,3,388734,Real Estate Loan,high,10,4.8,Atlantic,True,7.14,1,closed_paid_off,0,busy_founder
C0345,Summit Retail,microbusiness,Logistics,67151,5,243295,Equipment Loan,high,10,3.4,British Columbia,True,9.86,1,approved,0,impatient_owner
C0346,Atlas Builders,microbusiness,Manufacturing,374604,1,211664,Equipment Loan,low,9,3.7,Prairies,False,7.99,1,approved,0,thoughtful_manager
C0347,Bright Services,microbusiness,Healthcare,314013,7,165303,Term Loan,low,6,9.0,Ontario,True,7.51,2,declined,0,busy_founder
C0348,Summit Consulting,SME,Manufacturing,8181853,32,62032,Real Estate Loan,high,5,8.9,Quebec,False,4.12,0,approved,0,formal_cfo
C0349,Atlas Retail,SME,Logistics,2715051,131,201770,Real Estate Loan,medium,1,5.5,British Columbia,True,4.0,2,approved,0,thoughtful_manager
C0350,North Retail,SME,Tech Startup,9394713,225,307555,Real Estate Loan,medium,10,6.7,Alberta,True,9.81,0,approved,0,impatient_owner
C0351,Atlas Logistics,SME,Tech Startup,3197606,192,300660,Equipment Loan,low,3,6.2,Quebec,False,9.04,1,approved,1,busy_founder
C0352,North Solutions,SME,Construction,9936969,191,38187,Equipment Loan,very_high,3,1.9,Ontario,True,7.82,0,approved,0,thoughtful_manager
C0353,Urban Enterprises,SME,Professional Services,9662802,139,193686,Equipment Loan,medium,5,9.7,Atlantic,False,9.53,5,renewed,0,thoughtful_manager
C0354,Green Consulting,SME,Retail,2460855,88,33000,Real Estate Loan,high,4,6.8,Quebec,True,4.24,0,renewed,0,busy_founder
C0355,Urban Foods,microbusiness,E-commerce,402089,2,288324,Real Estate Loan,low,6,4.5,Territories,False,7.59,0,renewed,0,thoughtful_manager
C0356,North Services,SME,Retail,5668814,124,314142,Term Loan,medium,8,3.5,Ontario,False,6.82,0,approved,0,thoughtful_manager
C0357,Green Logistics,microbusiness,Professional Services,325409,6,54663,Government-Backed Loan,high,2,3.1,Quebec,True,8.61,0,approved,0,formal_cfo
C0358,Silver Foods,SME,Construction,5566600,223,326817,Equipment Loan,medium,8,5.0,Alberta,True,9.83,0,approved,0,impatient_owner
C0359,Urban Tech,microbusiness,Tech Startup,64912,2,165341,Real Estate Loan,very_high,2,6.5,British Columbia,True,6.39,0,declined,0,impatient_owner
C0360,Summit Builders,microbusiness,Construction,126617,6,261719,Line of Credit,medium,1,5.9,Quebec,True,6.86,3,approved,0,impatient_owner
C0361,Pioneer Retail,microbusiness,Manufacturing,335061,6,185785,Equipment Loan,medium,6,7.6,Alberta,True,8.14,2,approved,0,thoughtful_manager
C0362,North Consulting,microbusiness,Manufacturing,165927,4,312896,Government-Backed Loan,high,9,1.6,Quebec,False,9.2,1,closed_paid_off,0,impatient_owner
C0363,Silver Logistics,SME,Healthcare,2832267,219,251702,Government-Backed Loan,medium,6,6.9,Ontario,True,5.94,1,approved,0,formal_cfo
C0364,Blue Enterprises,microbusiness,Professional Services,450044,2,60755,Term Loan,high,7,4.3,Atlantic,True,4.36,1,pending,1,busy_founder
C0365,Urban Logistics,SME,Retail,2576911,245,335512,Line of Credit,medium,4,1.1,Territories,True,6.31,0,closed_paid_off,0,busy_founder
C0366,Urban Services,microbusiness,E-commerce,479699,10,27331,Government-Backed Loan,medium,4,0.8,Alberta,False,4.87,1,approved,0,thoughtful_manager
C0367,Silver Tech,microbusiness,Tech Startup,144816,6,219027,Real Estate Loan,medium,4,9.6,British Columbia,True,9.59,0,declined,0,busy_founder
C0368,Urban Logistics,microbusiness,Manufacturing,251736,5,259571,Government-Backed Loan,high,8,5.0,Ontario,True,6.76,5,declined,0,thoughtful_manager
C0369,Urban Builders,microbusiness,Tech Startup,279668,9,365268,Term Loan,low,7,1.1,British Columbia,True,8.22,0,refinanced_elsewhere,1,formal_cfo
C0370,Prime Enterprises,SME,Manufacturing,8873678,81,394076,Government-Backed Loan,medium,7,8.4,Quebec,True,8.83,4,refinanced_elsewhere,1,thoughtful_manager
C0371,Prime Tech,SME,Tech Startup,2758353,17,72220,Term Loan,high,8,2.4,Prairies,False,11.28,0,renewed,0,impatient_owner
C0372,Pioneer Solutions,SME,Tech Startup,8853359,135,284657,Equipment Loan,medium,9,3.0,Quebec,True,11.12,0,declined,1,busy_founder
C0373,Bright Tech,SME,Retail,5584244,236,390178,Line of Credit,medium,3,1.9,Atlantic,True,6.61,1,pending,0,thoughtful_manager
C0374,Urban Foods,microbusiness,E-commerce,309360,10,218074,Government-Backed Loan,high,5,4.0,Atlantic,True,3.73,0,closed_paid_off,0,impatient_owner
